layer_loc, layername, MSE, MAE, max_m, min_m, max_n, min_n,norm MSE, norm MAE, norm_max_m, norm_min_m, norm_max_n, norm_min_n 
402 ,model/conv2_block6_1_relu/Relu;model/conv2_block6_1_bn/FusedBatchNormV3;model/conv5_block16_1_conv/Conv2D;model/conv2_block6_1_conv/Conv2D, 32.3588717713648, 2.543965242346939, 45.0, -128.0, 45.0, -128.0, 0.0014686266658827662, 0.017138395458459854, 1.1654807329177856, 0.0, 1.1654807329177856, 0.0
403 ,model/conv2_block6_2_conv/Conv2D1, 13.278689014668368, 2.7071807238520407, 43.0, -74.0, 43.0, -78.0, 0.0025692374911159277, 0.03765665739774704, 0.8067752122879028, -0.8206851482391357, 0.8067752122879028, -0.8763247728347778
404 ,model/conv2_block6_concat/concat, 5.587235431281888, 1.383624641262755, 49.0, -86.0, 50.0, -87.0, 0.001081050606444478, 0.01924610510468483, 0.8902347087860107, -0.9876041412353516, 0.9041446447372437, -1.0015140771865845
405 ,model/pool2_bn/FusedBatchNormV32, 5.991390306122449, 1.271686164700255, 90.0, -73.0, 90.0, -73.0, 0.005608743987977505, 0.03890888765454292, 2.570089340209961, -2.4171078205108643, 2.570089340209961, -2.4171078205108643
406 ,model/pool2_relu/Relu;model/pool2_bn/FusedBatchNormV3, 11.56833570830676, 1.3634768116230866, 13.0, -128.0, 17.0, -128.0, 0.002469798782840371, 0.019922463223338127, 2.0602240562438965, 0.0, 2.1186702251434326, 0.0
407 ,model/pool2_conv/Conv2D1, 9.44757453762755, 2.15120774872449, 80.0, -81.0, 80.0, -79.0, 0.0029984412249177694, 0.03832392394542694, 1.4608360528945923, -1.407390832901001, 1.4608360528945923, -1.3717607259750366
408 ,model/pool2_pool/AvgPool, 4.428471779336735, 1.473712531887755, 58.0, -55.0, 61.0, -54.0, 0.0014054944040253758, 0.02625429630279541, 1.0689043998718262, -0.9441989064216614, 1.1223496198654175, -0.9263838529586792
409 ,model/conv3_block1_0_bn/FusedBatchNormV32, 2.5719766422193877, 0.8139050542091837, 75.0, -38.0, 78.0, -41.0, 0.0002707791863940656, 0.008351179771125317, 0.5540741682052612, -0.6053773164749146, 0.5848560333251953, -0.6361591815948486
410 ,model/conv3_block1_0_relu/Relu;model/conv3_block1_0_bn/FusedBatchNormV3, 7.514708227040816, 1.1234255420918366, 35.0, -128.0, 35.0, -128.0, 0.00014336210733745247, 0.0049068802036345005, 0.7119487524032593, 0.0, 0.7119487524032593, 0.0
411 ,model/conv3_block1_1_relu/Relu;model/conv3_block1_1_bn/FusedBatchNormV3;model/conv5_block16_1_conv/Conv2D;model/conv3_block1_1_conv/Conv2D, 6.884725765306122, 1.2807716836734695, 5.0, -128.0, 3.0, -128.0, 6.739342643413693e-05, 0.004007164388895035, 0.4161185622215271, 0.0, 0.40986111760139465, 0.0
412 ,model/conv3_block1_2_conv/Conv2D1, 1.339126275510204, 0.728874362244898, 28.0, -74.0, 27.0, -74.0, 0.0004250077181495726, 0.01298495102673769, 0.5344521999359131, -1.2826852798461914, 0.5166371464729309, -1.2826852798461914
413 ,model/conv3_block1_concat/concat, 3.8106026785714286, 1.3247448979591836, 58.0, -74.0, 61.0, -74.0, 0.0012093971017748117, 0.02360043115913868, 1.0689043998718262, -1.2826852798461914, 1.1223496198654175, -1.2826852798461914
414 ,model/conv3_block2_0_bn/FusedBatchNormV32, 5.359127869897959, 1.419204400510204, 61.0, -102.0, 66.0, -102.0, 0.000738305039703846, 0.01665773056447506, 0.7159796953201294, -1.1972119808197021, 0.7746665477752686, -1.1972119808197021
415 ,model/conv3_block2_0_relu/Relu;model/conv3_block2_0_bn/FusedBatchNormV3, 11.271189413265306, 1.6437978316326531, 32.0, -128.0, 32.0, -128.0, 0.0003892093664035201, 0.009659511037170887, 0.9402140974998474, 0.0, 0.9402140974998474, 0.0
416 ,model/conv3_block2_1_relu/Relu;model/conv3_block2_1_bn/FusedBatchNormV3;model/conv5_block16_1_conv/Conv2D;model/conv3_block2_1_conv/Conv2D, 30.875876913265305, 2.8943120216836733, 29.0, -128.0, 23.0, -128.0, 0.0004056065808981657, 0.01049030665308237, 0.5690395832061768, 0.0, 0.5472928285598755, 0.0
417 ,model/conv3_block2_2_conv/Conv2D1, 4.415258290816326, 1.557955994897959, 35.0, -47.0, 34.0, -47.0, 0.0014013007748872042, 0.027755100280046463, 0.6591577529907227, -0.8016782999038696, 0.6413426399230957, -0.8016782999038696
418 ,model/conv3_block2_concat/concat, 3.9113786139455784, 1.3636134141156462, 58.0, -74.0, 61.0, -74.0, 0.001241380930878222, 0.024292875081300735, 1.0689043998718262, -1.2826852798461914, 1.1223496198654175, -1.2826852798461914
419 ,model/conv3_block3_0_bn/FusedBatchNormV32, 4.794151254251701, 1.3258928571428572, 45.0, -83.0, 45.0, -83.0, 0.0005726331728510559, 0.014490746892988682, 0.5901687145233154, -0.8087496757507324, 0.5901687145233154, -0.8087496757507324
